Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,3.595558,3.762482,4.317554,4.254822 
Total,3.595590,3.762488,4.317567,4.254831 
Wait,2.016397,0.000001,2.210515,0.000001 
WallTimer,,,,100.787018 
