Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,6.632334,7.043497,8.196872,8.214348 
Total,6.632388,7.043509,8.196885,8.214361 
Wait,20.324504,0.000001,22.010996,0.000001 
WallTimer,,,,362.113305 
