Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,6.721200,7.198741,8.461362,8.400353 
Total,6.721225,7.198753,8.461374,8.400364 
Wait,35.675919,0.000001,36.541346,0.000001 
WallTimer,,,,514.994990 
