Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,0.592288,0.578991,0.782807,0.774764 
Total,3.298954,3.160747,3.307446,3.408878 
Wait,0.000002,0.000000,0.000000,0.000000 
WallTimer,,,,65.880141 
