Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,2.750982,2.960043,3.463865,3.326695 
Total,2.751055,2.960056,3.463881,3.326711 
Wait,0.000002,0.000000,0.000000,0.000000 
WallTimer,,,,62.508556 
