Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,6.614699,7.054282,8.194044,8.210321 
Total,6.614756,7.054294,8.194052,8.210332 
Wait,22.151328,0.000001,20.546019,0.000001 
WallTimer,,,,363.853987 
