Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,0.516709,0.566868,0.750465,0.730930 
Total,3.399884,3.200764,3.414446,3.411406 
Wait,0.000002,0.000000,0.000000,0.000000 
WallTimer,,,,67.132516 
