Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,6.942550,7.502868,8.526190,8.529376 
Total,6.942597,7.502880,8.526200,8.529387 
Wait,83.319589,0.000001,84.096840,0.000001 
WallTimer,,,,994.587565 
