Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,1.284007,1.430944,1.513665,1.517917 
Total,1.284055,1.430956,1.513678,1.517927 
Wait,0.000004,0.000000,0.000001,0.000001 
WallTimer,,,,28.733170 
