Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,5.603434,5.884084,6.820794,6.661332 
Total,5.603485,5.884098,6.820809,6.661345 
Wait,30.242012,0.000001,31.706857,0.000001 
WallTimer,,,,434.593123 
