Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,1.034298,0.696778,1.029357,1.022966 
Total,6.265591,5.828636,6.069648,5.754716 
Wait,0.003602,0.000000,0.000000,0.000000 
WallTimer,,,,119.625724 
