Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,3.115171,3.325072,3.683465,3.695748 
Total,3.115276,3.325086,3.683501,3.695765 
Wait,0.000003,0.000001,0.000001,0.000001 
WallTimer,,,,69.098210 
