Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,1.368128,1.623573,1.666333,1.643845 
Total,1.368172,1.623589,1.666349,1.643873 
Wait,0.000003,0.000000,0.000001,0.000000 
WallTimer,,,,31.509972 
