Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,2.996588,3.260463,3.649302,3.648209 
Total,2.996694,3.260474,3.649322,3.648223 
Wait,0.000004,0.000000,0.000001,0.000001 
WallTimer,,,,67.773644 
