Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,6.898516,7.389433,8.509607,8.558965 
Total,6.898563,7.389445,8.509620,8.558978 
Wait,84.764480,0.000001,84.724421,0.000001 
WallTimer,,,,1004.227614 
