Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,4.187618,4.547617,5.125421,5.183580 
Total,4.187686,4.547624,5.125434,5.183587 
Wait,16.345755,0.000001,15.743255,0.000001 
WallTimer,,,,255.666761 
