Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,1.029092,0.701451,1.032936,1.032006 
Total,5.823148,5.175404,5.394674,5.619271 
Wait,0.000001,0.000000,0.000000,0.000000 
WallTimer,,,,110.062977 
