Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,4.710555,5.031568,5.879036,5.893344 
Total,4.710649,5.031588,5.879052,5.893380 
Wait,11.025722,0.000001,11.131124,0.000001 
WallTimer,,,,218.357809 
