Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,4.806470,4.934560,5.370926,5.245811 
Total,4.806556,4.934582,5.370939,5.245824 
Wait,11.705657,0.000001,12.387776,0.000001 
WallTimer,,,,222.256769 
