Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,1.000959,0.996186,1.328559,1.327351 
Total,22.797609,20.298017,20.480538,20.765284 
Wait,0.000001,0.000000,0.000000,0.000000 
WallTimer,,,,421.707255 
