Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,8.062814,8.775165,10.197291,10.241756 
Total,8.062877,8.775177,10.197305,10.241768 
Wait,171.054648,0.000001,174.354855,0.000002 
WallTimer,,,,1913.433240 
