Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,6.884573,7.419485,8.779231,8.656671 
Total,6.884625,7.419497,8.779250,8.656682 
Wait,34.659287,0.000001,34.075102,0.000002 
WallTimer,,,,502.372305 
