Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,4.243522,4.493422,5.135672,5.151239 
Total,4.243553,4.493433,5.135685,5.151250 
Wait,23.477769,0.000000,24.338956,0.000001 
WallTimer,,,,334.203293 
