Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,2.822448,2.978662,3.367415,3.399899 
Total,2.822546,2.978679,3.367429,3.399912 
Wait,0.000005,0.000000,0.000000,0.000001 
WallTimer,,,,62.842891 
