Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,1.355602,1.615892,1.658204,1.643706 
Total,1.355658,1.615915,1.658227,1.643727 
Wait,0.000002,0.000000,0.000001,0.000001 
WallTimer,,,,31.367737 
