Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,5.854956,6.214622,6.743018,6.869076 
Total,5.855048,6.214638,6.743034,6.869090 
Wait,30.730049,0.000001,32.575698,0.000001 
WallTimer,,,,444.937887 
