Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,4.217608,4.492311,5.120464,5.164623 
Total,4.217644,4.492323,5.120476,5.164633 
Wait,23.856526,0.000001,24.647569,0.000001 
WallTimer,,,,337.495921 
