Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,4.757205,4.796154,5.601061,5.539128 
Total,4.757287,4.796166,5.601083,5.539147 
Wait,7.676898,0.000001,7.151659,0.000001 
WallTimer,,,,177.611363 
