Timer,Copy(s),Scalar(s),Add(s),Triad(s),Total(s)
Compute,1.039903,1.413370,1.083426,1.030397 
Total,12.088000,12.044093,11.778518,11.425136 
Wait,0.000002,0.000000,0.000000,0.000000 
WallTimer,,,,236.689379 
